Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
1582,-128.08, 8.72, -6.86, -59.65, -93.12, 1073.76;
1589,-128.07, 8.72, -6.84, -59.17, -72.75, 1040.78;
1597,-128.05, 8.73, -6.83, -54.32, -63.05, 1029.63;
1605,-128.02, 8.73, -6.82, -51.41, -72.26, 1024.78;
1613,-128.01, 8.74, -6.82, -64.02, -75.17, 1010.71;
1621,-128.00, 8.77, -6.85, -55.77, -128.52, 790.04;
1629,-127.98, 8.79, -6.87, -67.90, -105.73, 1086.86;
1636,-127.97, 8.81, -6.90, -61.11, -105.24, 790.53;
1645,-127.96, 8.84, -6.93, -61.59, -119.31, 1087.83;
1652,-127.96, 8.83, -6.96, -31.52, -71.29, 935.54;
1660,-127.95, 8.83, -6.96, -61.59, -55.77, 1042.24;
1668,-127.94, 8.85, -7.04, -34.92, -206.12, 1156.21;
1676,-127.94, 8.87, -7.07, -44.62, -76.63, 845.82;
1684,-127.93, 8.89, -7.12, -43.65, -338.04, 760.46;
1692,-127.92, 8.89, -7.14, -65.47, -121.73, 1045.63;
1699,-127.91, 8.89, -7.14, -59.65, -82.45, 1010.71;
1707,-127.89, 8.89, -7.14, -60.62, -96.51, 1042.24;
1715,-127.87, 8.90, -7.15, -63.53, -81.96, 1034.48;
1723,-127.86, 8.91, -7.18, -76.63, -157.14, 1151.84;
1731,-127.84, 8.92, -7.19, -51.41, -130.95, 982.58;
1738,-127.83, 8.95, -7.21, -75.66, -238.13, 1085.89;
1746,-127.82, 8.96, -7.19, -64.99, -66.93, 1029.14;
1754,-127.82, 8.97, -7.19, -53.83, -83.42, 1009.26;
1762,-127.80, 8.98, -7.22, 38.31, -118.82, 1718.31;
1770,-127.78, 9.01, -7.23, -128.52, 0.97, 796.83;
1778,-127.77, 9.04, -7.25, -127.07, -148.89, 923.90;
1786,-127.77, 9.05, -7.26, -76.63, -136.28, 953.00;
1793,-127.77, 9.06, -7.26, -63.53, -110.09, 989.37;
1801,-127.77, 9.06, -7.27, -69.35, -113.49, 1011.20;
